Time,Data
0.938 sec,40.9627894729997
0.939 sec,39.3048182642362
0.94 sec,36.9723308334453
0.941 sec,35.3276440254249
0.942 sec,33.8267568287743
0.943 sec,31.1593821355029
0.944 sec,35.2422609824884
0.945 sec,36.7833358694592
0.946 sec,37.9067332405108
0.947 sec,38.9960412569972
0.948 sec,39.6615130972008
0.949 sec,41.5826217629612
0.95 sec,44.4656983461569
0.951 sec,41.396596832502
0.952 sec,38.876974753153
0.953 sec,40.7142757922495
0.954 sec,38.8277888503105
0.955 sec,38.384622617541
0.956 sec,33.2528875369892
0.957 sec,42.4822672978234
0.958 sec,41.1507993469929
0.959 sec,40.1999967757475
0.96 sec,39.8918921342981
0.961 sec,39.9251090761211
0.962 sec,35.040724345703
0.963 sec,33.3086316669802
0.964 sec,30.9894437387938
0.965 sec,33.0215444084814
0.966 sec,35.598908699843
0.967 sec,38.6869681803755
0.968 sec,39.1701364287005
0.969 sec,41.3846618085316
0.97 sec,42.82090910171
0.971 sec,41.6648364955025
0.972 sec,42.6383427542758
0.973 sec,39.7636546485833
0.974 sec,39.9069852578998
0.975 sec,37.303205947576
0.976 sec,36.5054914976425
0.977 sec,34.3416640870607
0.978 sec,31.1508057707108
0.979 sec,24.7167579512204
0.98 sec,40.5906497340367
0.981 sec,39.315794164035
0.982 sec,38.8801706799348
0.983 sec,37.8103057188279
0.984 sec,34.1286921668058
0.985 sec,31.1396664205056
0.986 sec,36.1800398296077
0.987 sec,35.0420148434824
0.988 sec,39.6845290110262
0.989 sec,39.703421145054
0.99 sec,39.8845500975024
0.991 sec,42.3416073020558
0.992 sec,43.2593212171999
0.993 sec,41.9016817359592
0.994 sec,40.8375355446403
0.995 sec,39.8282093936927
0.996 sec,35.5858652698863
0.997 sec,35.8127773696407
0.998 sec,33.789571170534
0.999 sec,42.3617169253922
1 sec,40.2504182038148
1.001 sec,38.5173678112237
1.002 sec,39.5845150582038
1.003 sec,38.458711322478
1.004 sec,36.1260839002816
1.005 sec,34.8750428984552
1.006 sec,33.6219366536621
1.007 sec,34.5026813346624
1.008 sec,36.1924005144089
1.009 sec,37.3262609699017
1.01 sec,39.6398080948429
1.011 sec,40.3486446244626
1.012 sec,40.8616313965283
1.013 sec,41.9981471966233
1.014 sec,41.0062075654346
1.015 sec,40.3581507624355
1.016 sec,38.8254439403932
1.017 sec,36.1807608767822
1.018 sec,35.0379910061869
1.019 sec,41.2344161321233
1.02 sec,39.9616022662314
1.021 sec,40.8033129135504
1.022 sec,39.878783183008
1.023 sec,39.5231606511741
1.024 sec,34.7099194653835
1.025 sec,36.5857609528903
1.026 sec,32.7061319543357
1.027 sec,33.8818301573564
1.028 sec,35.1607866279308
1.029 sec,33.6475063874298
1.03 sec,39.6307579659117
1.031 sec,40.58676929197
1.032 sec,42.4673937727761
1.033 sec,43.0760883277229
1.034 sec,40.9035169170918
1.035 sec,41.1070859711776
1.036 sec,39.6908104027683
1.037 sec,39.7007566648988
1.038 sec,37.1680772582212
1.039 sec,36.50764110347
1.04 sec,31.8611980866748
1.041 sec,29.499949138379
1.042 sec,39.4903999863002
1.043 sec,39.8501897537795
1.044 sec,38.6120100358737
1.045 sec,37.6279394656259
1.046 sec,35.4238790905129
1.047 sec,32.8927379772229
1.048 sec,33.1676833769195
1.049 sec,35.492196296419
1.05 sec,39.1641145763109
1.051 sec,39.0325166787066
1.052 sec,41.9903702214577
1.053 sec,40.713131762804
1.054 sec,41.7568050656912
1.055 sec,43.7560971668878
1.056 sec,39.6755227470492
1.057 sec,40.2161001003602
1.058 sec,39.6126659138094
1.059 sec,38.7645792128168
1.06 sec,33.9900508288116
1.061 sec,40.7033110930734
1.062 sec,39.9931378645899
1.063 sec,41.7264346337358
1.064 sec,40.9599943398646
1.065 sec,39.4712444845503
1.066 sec,36.1627273121935
1.067 sec,33.9029893347413
1.068 sec,35.9746107643645
1.069 sec,34.2533101474331
1.07 sec,37.3227906777509
1.071 sec,36.7205370047166
1.072 sec,37.7915959266874
1.073 sec,39.1647876705791
1.074 sec,41.9800373639582
1.075 sec,42.5929090247199
1.076 sec,41.4919045987452
1.077 sec,39.5781606189326
1.078 sec,40.0914687054139
1.079 sec,38.1724403642797
1.08 sec,37.0871164325967
1.081 sec,33.4209142995051
1.082 sec,41.7424878915191
1.083 sec,43.5415733292516
1.084 sec,41.4976665576241
1.085 sec,40.1141916782774
1.086 sec,40.0366092417
1.087 sec,37.1075132809653
1.088 sec,33.6472522622485
1.089 sec,30.1204953232379
1.09 sec,33.8236944811858
1.091 sec,37.7468204106997
1.092 sec,39.5452807830588
1.093 sec,36.5963367305637
1.094 sec,39.0392169721468
1.095 sec,41.1833501071576
1.096 sec,41.7253624462238
1.097 sec,42.4032325536004
1.098 sec,40.9305784176167
1.099 sec,39.5531960449628
1.1 sec,36.590529952091
1.101 sec,37.3195565833293
1.102 sec,34.1128164388779
1.103 sec,30.9163577746199
1.104 sec,26.3922784043108
1.105 sec,38.1442717969094
1.106 sec,40.2480413236332
1.107 sec,38.1644197692344
1.108 sec,38.5857777795317
1.109 sec,33.8405549223253
1.11 sec,32.2325544372151
1.111 sec,32.9165816270471
1.112 sec,34.2159738910356
1.113 sec,38.4639925394919
1.114 sec,38.9442050801946
1.115 sec,40.7279757642554
1.116 sec,43.6448156479497
1.117 sec,43.7738828177135
1.118 sec,40.5664847511334
1.119 sec,40.1652749617477
1.12 sec,40.652199940568
1.121 sec,38.5245922751746
1.122 sec,33.1962217856926
1.123 sec,33.0443940364002
1.124 sec,42.616609631012
1.125 sec,40.954769385157
1.126 sec,39.5007498291131
1.127 sec,38.977255170922
1.128 sec,38.5083226059013
1.129 sec,34.6348578606412
1.13 sec,33.5554391652775
1.131 sec,32.8922310722149
1.132 sec,34.3647469752499
1.133 sec,36.9866072660002
1.134 sec,38.3062791572459
1.135 sec,41.2661796848343
1.136 sec,40.5790018116181
1.137 sec,42.4432047083659
1.138 sec,42.0915775940477
1.139 sec,41.5166333525002
1.14 sec,40.8786000343572
1.141 sec,39.4090502884853
1.142 sec,37.3949986903943
1.143 sec,33.5087238404067
1.144 sec,34.0393222381834
1.145 sec,42.4456473790322
1.146 sec,40.2143265949759
1.147 sec,40.3624228863136
1.148 sec,38.0794582559653
1.149 sec,38.7335721828364
1.15 sec,35.0056282098179
1.151 sec,34.0516163637622
1.152 sec,32.8690466867079
1.153 sec,34.0168483667458
1.154 sec,37.5464356308859
1.155 sec,38.4040797592848
1.156 sec,40.2421200646866
1.157 sec,40.5167387769665
1.158 sec,41.0713985367367
1.159 sec,41.6465781488232
1.16 sec,42.254154848521
1.161 sec,40.1348178418677
1.162 sec,39.4296342507737
1.163 sec,37.5388986899415
1.164 sec,36.3597329318173
1.165 sec,32.6324104265906
1.166 sec,28.9611725451711
1.167 sec,40.4544013856539
1.168 sec,40.0012072759446
1.169 sec,37.5804570922137
1.17 sec,36.8655183479479
1.171 sec,34.2489599171286
1.172 sec,32.4111158738697
1.173 sec,34.5709208288889
1.174 sec,36.6954754435775
1.175 sec,37.0267962867475
1.176 sec,38.9117957686955
1.177 sec,39.893145479037
1.178 sec,42.0349200506079
1.179 sec,41.4087246816979
1.18 sec,40.4904093861514
1.181 sec,41.8035000473588
1.182 sec,40.986188441645
1.183 sec,38.1156652692612
1.184 sec,37.4254178727333
1.185 sec,34.7614216537293
1.186 sec,41.9140007895824
1.187 sec,41.6657959001546
1.188 sec,41.7610407872514
1.189 sec,40.3751777764463
1.19 sec,38.6923531400288
1.191 sec,37.7071912498536
1.192 sec,35.2037222743513
1.193 sec,31.9066405779363
1.194 sec,33.3929449462734
1.195 sec,34.510403850973
1.196 sec,37.8213086551518
1.197 sec,39.2585866219151
1.198 sec,42.006216672491
1.199 sec,39.9002789183705
1.2 sec,40.5623077200027
