Time,Data
0.723 sec,41.132784752166
0.724 sec,37.7017169056918
0.725 sec,36.0923074520834
0.726 sec,32.4641462016476
0.727 sec,28.1791618687128
0.728 sec,35.6597318822351
0.729 sec,35.0981266898
0.73 sec,33.8728199320149
0.731 sec,32.3051908986813
0.732 sec,29.3381927698246
0.733 sec,27.2644591444008
0.734 sec,24.9303675718634
0.735 sec,29.3458981919197
0.736 sec,30.5361228129785
0.737 sec,32.8450968447117
0.738 sec,32.0396386667244
0.739 sec,35.2845131420205
0.74 sec,34.9983428433668
0.741 sec,34.2159105225956
0.742 sec,34.5300558336425
0.743 sec,35.2076299055381
0.744 sec,31.2028893711873
0.745 sec,30.4312402609869
0.746 sec,30.0029219678783
0.747 sec,26.6139674987124
0.748 sec,37.1922667652052
0.749 sec,36.5932420849542
0.75 sec,31.0408231465488
0.751 sec,32.6280907397739
0.752 sec,31.4329128081079
0.753 sec,29.6910436985873
0.754 sec,29.4211473230049
0.755 sec,32.0089036827739
0.756 sec,34.344204806068
0.757 sec,36.5030352542486
0.758 sec,38.5874874818843
0.759 sec,39.6512850502355
0.76 sec,39.8338114237711
0.761 sec,41.8076814053693
0.762 sec,44.0981830851702
0.763 sec,40.2120630740475
0.764 sec,40.9039519004358
0.765 sec,40.5236651807641
0.766 sec,37.9737452061343
0.767 sec,34.867910049623
0.768 sec,40.0331715162638
0.769 sec,42.2169522929374
0.77 sec,40.7761115830979
0.771 sec,38.0563275219318
0.772 sec,39.2192612389567
0.773 sec,37.5222628908834
0.774 sec,35.1252248422989
0.775 sec,33.7222657258253
0.776 sec,33.6169123347563
0.777 sec,36.980009449884
0.778 sec,37.8453995107904
0.779 sec,39.108354602218
0.78 sec,39.4475119460399
0.781 sec,41.8406195242664
0.782 sec,41.6832115347033
0.783 sec,42.1102818949123
0.784 sec,41.210372902397
0.785 sec,39.4814113062718
0.786 sec,40.1772925358024
0.787 sec,37.7347320309348
0.788 sec,33.8288236381436
0.789 sec,30.6001573671333
0.79 sec,37.1956170035417
0.791 sec,36.7403769970317
0.792 sec,34.4357698020335
0.793 sec,33.4135411939527
0.794 sec,31.6886732389059
0.795 sec,28.929177701519
0.796 sec,26.9321326340488
0.797 sec,27.0128585572849
0.798 sec,29.0507931383934
0.799 sec,32.769780816636
0.8 sec,33.1346138578924
0.801 sec,33.8127031065072
0.802 sec,36.609916357903
0.803 sec,36.2038604902172
0.804 sec,35.2923551898362
0.805 sec,38.3871388546288
0.806 sec,36.1721564563843
0.807 sec,31.7479223252799
0.808 sec,29.3879646708915
0.809 sec,29.3128357619494
0.81 sec,36.0247676321902
0.811 sec,36.5573691269688
0.812 sec,35.2164874645334
0.813 sec,34.2273679133121
0.814 sec,31.0359495256977
0.815 sec,29.6985232278952
0.816 sec,29.6334288500171
0.817 sec,29.2018823789751
0.818 sec,33.9284535955345
0.819 sec,35.3867218277848
0.82 sec,39.1032001863191
0.821 sec,40.2415142402357
0.822 sec,39.1967367887313
0.823 sec,42.0848830144996
0.824 sec,42.1649722045628
0.825 sec,41.0389236969254
0.826 sec,40.5501233348276
0.827 sec,40.89308279467
0.828 sec,39.1944479867846
0.829 sec,37.7840924859088
0.83 sec,34.5878776557579
0.831 sec,39.187664371204
0.832 sec,40.9903520583373
0.833 sec,39.8057360210357
0.834 sec,40.9893505242498
0.835 sec,37.7254243439947
0.836 sec,35.9303950557165
0.837 sec,33.6398751759499
0.838 sec,32.1484594509883
0.839 sec,33.430959403644
0.84 sec,34.0753533966342
0.841 sec,37.2901415178466
0.842 sec,39.5829106865338
0.843 sec,40.9699402604844
0.844 sec,39.4421780242379
0.845 sec,41.9143695040402
0.846 sec,39.7243178712134
0.847 sec,40.2428943084167
0.848 sec,39.8927799259985
0.849 sec,37.7244169796071
0.85 sec,37.4880225460038
0.851 sec,33.5060171698233
0.852 sec,33.3982702846271
0.853 sec,34.7961864904457
0.854 sec,34.7208060784579
0.855 sec,33.2496550509454
0.856 sec,33.0664221066526
0.857 sec,30.9248402050791
0.858 sec,29.2177129548775
0.859 sec,26.2220585458839
0.86 sec,26.7430458416998
0.861 sec,29.2635444176152
0.862 sec,33.1972691241078
0.863 sec,34.4541308569428
0.864 sec,34.4603929868458
0.865 sec,34.1208687925844
0.866 sec,36.569979575475
0.867 sec,36.0195995410444
0.868 sec,35.046884519489
0.869 sec,34.3248908132585
0.87 sec,32.407698160915
0.871 sec,31.2854541742373
0.872 sec,28.8750085173921
0.873 sec,33.7291008544093
0.874 sec,37.0909237688496
0.875 sec,33.5917471314642
0.876 sec,34.1065541968788
0.877 sec,32.4021183048019
0.878 sec,31.2415183867914
0.879 sec,27.4231165619789
